listing_id,high,medium,low
7142618,0.0559283969324,0.210948312901,0.733123290167
7210040,0.0173361904354,0.178740231201,0.803923578364
7103890,0.00198867160936,0.114743352,0.883267976391
7143442,0.0903360894221,0.423339491816,0.486324418762
6860601,0.0140706832877,0.130915277467,0.855014039246
6840081,0.000576923076923,0.0335048490089,0.965918227914
6922337,0.0218144487224,0.459734572,0.518450979277
6913616,0.0289310137243,0.102068566919,0.869000419356
6937820,0.0681172274527,0.289877109481,0.642005663067
6893933,0.0175589926705,0.233689996918,0.748751010411
6832604,0.0,0.0254905666588,0.974509433341
6915282,0.0168846717052,0.256559187172,0.726556141123
7127565,0.00779862942994,0.137712147802,0.854489222768
6827899,0.000172413793103,0.0134080284097,0.986419557797
6934855,0.0,0.00200901679842,0.997990983202
6861826,0.00197162714554,0.106535097961,0.891493274893
6871643,0.0213900738917,0.182402881663,0.796207044446
6842542,0.00109036796537,0.011320507904,0.987589124131
6934145,0.0108806785076,0.111418903063,0.87770041843
6829365,0.18269720442,0.470664799578,0.346637996003
7167858,0.006661920312,0.209927458895,0.783410620793
6859483,0.00615657731851,0.021704507036,0.972138915645
6861377,0.138786364142,0.148902329432,0.712311306426
6848960,0.104001728356,0.375463219034,0.52053505261
6918850,0.00163839654969,0.0251568671967,0.973204736254
6916867,0.191319190871,0.250198271872,0.558482537257
6895840,0.00352699382466,0.135835197996,0.86063780818
6813539,0.548536751015,0.386002829788,0.0654604191971
7116900,0.0217194010561,0.364018394793,0.614262204151
6890328,0.0136545016228,0.0256183550793,0.960727143298
6879406,0.0614879633226,0.440665914225,0.497846122452
6824924,0.197982549668,0.374461447993,0.427556002339
6911302,0.0077059177449,0.0415985706709,0.950695511584
6918742,0.0728230485732,0.250727527077,0.67644942435
6910586,0.000455357142857,0.033604950783,0.965939692074
6821750,0.00525186063942,0.153694496655,0.841053642705
6860647,0.00301018278462,0.0460097938349,0.95098002338
6932873,0.0321174737685,0.405857130108,0.562025396123
6846053,0.00128634966135,0.0736000045861,0.925113645753
6940365,0.0192067531443,0.223010013664,0.757783233192
6931867,0.00669046448215,0.183738244723,0.809571290795
6876383,0.0650309244107,0.323635134062,0.611333941527
6910980,0.105071054843,0.283705085615,0.611223859542
6880877,0.00921795986897,0.0380236237285,0.952758416402
6839552,0.0763317746776,0.418443945525,0.505224279798
6838051,0.308661307764,0.28337240239,0.407966289847
6928201,0.234689915529,0.223567125589,0.541742958882
6945608,0.0910956142253,0.34581997111,0.563084414664
6816147,0.118810104768,0.237889814836,0.643300080396
6868129,0.00643251859432,0.138600644813,0.854966836593
6849448,0.064941594206,0.272990091664,0.66206831413
7113677,0.0648271472423,0.487595466182,0.447577386575
6930856,0.000978021978022,0.0883788828371,0.910643095185
6889594,0.0730934919357,0.450731549586,0.476174958478
6842682,0.139895223779,0.317007576877,0.543097199344
